formulaire005-equation057	z= f(u) + g(v)
2009213-137-208	 \int _ { v } ^ { { \mu \mbox { e } } } \mbox { e } dA 
106_em_96	I_{1} = I_{1_{mi}} + \frac{V_e}{L_1} t
MfrDB0237	{e^{i \pi}} + 1 = 0
200926-1617-3	 5 
TrainData2_19_sub_63	\frac{1}{a} F \left( a x + b \right) + C
MfrDB2445	f ( x , y ) = \frac{x}{y} + x y
MfrDB2387	{( a )^{- 1}} - 1
formulaire019-equation026	a^2 + b^2 = c^2
200923-1251-220	 { 839.2 E } 
rit_42105_4	 x \times \frac {a} {6} + y 
200923-1254-340	 \mbox { d } 
116_user0	x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
200922-949-238	 { x - \int \mbox { F } d \lambda } 
formulaire023-equation019	\lim_{n \rightarrow +\infty} (u_n) = 0
001-equation007	\forall y\in A
formulaire023-equation046	a+b+c=0
31_em_197	x^2-xy+xy-y^2
formulaire056-equation025	3 \pm 23 - 162
KME2G3_14_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
200923-1254-83	 \int \left ( n \right ) d { \mbox { w } } _ { m } 
MfrDB3142	| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx
MfrDB3547	| \sin z | = \sqrt{1 - \cos^{2} z}
513_em_303	\frac{2}{\sqrt{3} - 1} \times \frac{\sqrt{3}+1}{\sqrt{3}+1} = \frac{2\left(\sqrt{3}+ 1\right)}{3-1} = \sqrt{3}+1 
formulaire015-equation064	p_X(x)
2009213-137-240	 \tan \mbox { r } 
101_leissi	S = \Bigg( \sum_{i=1}^{n} \theta_i - (n-2)\pi \Bigg)r^2
MfrDB1323	\sqrt{{x^{2}}} = | x |
formulaire031-equation073	\alpha = \sqrt{2}
MfrDB0328	4 + 2
formulaire027-equation050	192 \pm 182 - 43
formulaire055-equation039	p = p(a,r)
formulaire039-equation056	2\pi f
KME1G3_12_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
TrainData2_12_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
formulaire030-equation066	7\times 2
formulaire036-equation038	\frac{1}{g}
RIT_2014_218	 \frac {\sin A + \sin 3 A} {\cos A + \cos 3 A} = \tan 2 A 
200923-1254-121	 69 
2009213-137-237	 \sum { \phi } 
formulaire013-equation028	2^{10}
35_em_12	\int{\frac{1}{p}} dp = \int{\frac{z}{a}} dt
126_em_458	GL_m
formulaire003-equation060	((117 \times 54) \div (141 \times 124)) - ((70 \div 193) \div 159) \geq 0
formulaire020-equation053	{10}^{12}
MfrDB2272	\sqrt[5]{55}
formulaire041-equation071	\theta = \frac{\pi}{2}
65_miguel	x = r \cos \theta
KME1G3_3_sub_28	( z^{\frac n 2} + y^{\frac n 2} ) ( z^{\frac n 2} - y^{\frac n 2} ) = x
formulaire015-equation015	((26  99)  190) - ((135 \times 114)  108) \geq -142
TrainData2_14_sub_9	\sqrt{b^{2} - 4 a c}
MfrDB2590	\frac{b}{{a^{2}} - a} - \frac{b}{a - 1}
18_em_14	\frac{dy}{dx} = \frac{1}{\frac{dx}{dy}}
200923-1254-326	 { T } ^ { { \mbox { c } + \mbox { L } } } \left ( \mbox { m } \right ) 
517_em_400	\frac{a + b}{2}
200922-949-161	 \frac { { i + { i } ^ { \mbox { B } } } } { \left [ a \right ] } 
formulaire001-equation009	u_n = a q^{n - n_0}
200922-947-7	 \sum _m f \left ( m + 3 \right ) 
105_em_82	T_N = 100
formulaire034-equation037	s_1,\ldots,s_n
KME2G3_9_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
